accuracy,precision,recall,f1,roc_auc,pr_auc,ece,tn,fp,fn,tp,seed,model,split_type,partial_chars,C,weight_text,noise_group,noise_rate
0.990909090909091,1.0,0.9619047619047619,0.9805825242718447,0.9998578535891969,0.999547242659159,0.010259254007960095,335,0,4,101,17,noncontrastive_lexical_hrkg_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.9795454545454545,0.98,0.9333333333333333,0.9560975609756097,0.9990049751243781,0.9971351486567093,0.01576206542389998,333,2,7,98,23,retuned_text_only_lexical_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9409090909090909,0.8495575221238938,0.9142857142857143,0.8807339449541285,0.9800426439232409,0.9587074496838861,0.07528670890150928,318,17,9,96,23,retuned_structural_view_lr,partial_1000_chars,1000,1.0,,none,0.0
0.925,0.7857142857142857,0.9428571428571428,0.8571428571428571,0.9867661691542288,0.9670715468401466,0.12968038542782237,308,27,6,99,23,retuned_entity_view_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9613636363636363,0.8928571428571429,0.9523809523809523,0.9216589861751152,0.992636815920398,0.9791486948781121,0.03875138751659818,323,12,5,100,23,retuned_hrkg_all_lr,partial_1000_chars,1000,1.0,,none,0.0
0.975,0.9519230769230769,0.9428571428571428,0.9473684210526315,0.997867803837953,0.9938483436818599,0.029552010218743482,330,5,6,99,23,retuned_text_hrkg_late_fusion,partial_1000_chars,1000,1.0,0.4,none,0.0
0.990909090909091,1.0,0.9619047619047619,0.9805825242718447,1.0,1.0,0.008649123559477383,335,0,4,101,23,noncontrastive_lexical_structural_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.9931818181818182,1.0,0.9714285714285714,0.9855072463768116,1.0,1.0,0.00577039909435509,335,0,3,102,23,noncontrastive_lexical_entity_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.9931818181818182,1.0,0.9714285714285714,0.9855072463768116,1.0,1.0,0.0058455919379904195,335,0,3,102,23,noncontrastive_lexical_hrkg_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.9613636363636363,0.9888888888888889,0.8476190476190476,0.9128205128205128,0.9988059701492538,0.995390039122323,0.032264983300638476,334,1,16,89,13,retuned_text_only_lexical_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9454545454545454,0.8932038834951457,0.8761904761904762,0.8846153846153846,0.9803553660270079,0.9476822557636643,0.05010081611077038,324,11,13,92,13,retuned_structural_view_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9454545454545454,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.9760056858564321,0.9473698782216217,0.0756825748362016,323,12,12,93,13,retuned_entity_view_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9613636363636363,0.9230769230769231,0.9142857142857143,0.9186602870813397,0.9878891257995736,0.9713638522627535,0.018602215630753472,327,8,9,96,13,retuned_hrkg_all_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9659090909090909,0.9891304347826086,0.8666666666666667,0.9238578680203046,0.9933759772565743,0.9877602250825368,0.02442426752458924,334,1,14,91,13,retuned_text_hrkg_late_fusion,partial_2000_chars,2000,1.0,0.6000000000000001,none,0.0
0.9886363636363636,0.9901960784313726,0.9619047619047619,0.9758454106280193,0.9998862828713575,0.9996354105307864,0.009294439383428168,334,1,4,101,13,noncontrastive_lexical_structural_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9931818181818182,1.0,0.9714285714285714,0.9855072463768116,0.9999147121535181,0.9997278747009205,0.007306556000984318,335,0,3,102,13,noncontrastive_lexical_entity_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9931818181818182,1.0,0.9714285714285714,0.9855072463768116,0.9999431414356788,0.9998194497924956,0.006466957637050448,335,0,3,102,13,noncontrastive_lexical_hrkg_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9818181818181818,0.9801980198019802,0.9428571428571428,0.9611650485436893,0.9987491115849324,0.9954168725894408,0.017326231201619524,333,2,6,99,17,retuned_text_only_lexical_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9454545454545454,0.9090909090909091,0.8571428571428571,0.8823529411764706,0.9825159914712154,0.9602706157237706,0.04898761880996701,326,9,15,90,17,retuned_structural_view_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9431818181818182,0.8448275862068966,0.9333333333333333,0.8868778280542986,0.9865813788201848,0.9614314140374703,0.08626506064534813,317,18,7,98,17,retuned_entity_view_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9545454545454546,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9932906894100925,0.9800590515594092,0.02464520052926922,325,10,10,95,17,retuned_hrkg_all_lr,partial_2000_chars,2000,1.0,,none,0.0
0.975,0.9607843137254902,0.9333333333333333,0.9468599033816425,0.9978393745557924,0.9932945099313839,0.018794036909558495,331,4,7,98,17,retuned_text_hrkg_late_fusion,partial_2000_chars,2000,1.0,0.45,none,0.0
0.9954545454545455,1.0,0.9809523809523809,0.9903846153846154,0.9999431414356788,0.9998194497924956,0.006077371780284755,335,0,2,103,17,noncontrastive_lexical_structural_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9954545454545455,1.0,0.9809523809523809,0.9903846153846154,0.9999715707178394,0.9999101527403415,0.004341206849830682,335,0,2,103,17,noncontrastive_lexical_entity_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9954545454545455,1.0,0.9809523809523809,0.9903846153846154,1.0,1.0,0.0044290163444003,335,0,2,103,17,noncontrastive_lexical_hrkg_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9818181818181818,0.9801980198019802,0.9428571428571428,0.9611650485436893,0.9996019900497513,0.9987146263756366,0.013854017554212082,333,2,6,99,23,retuned_text_only_lexical_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9409090909090909,0.8623853211009175,0.8952380952380953,0.8785046728971962,0.9817768301350391,0.954499196782719,0.06280405849419735,320,15,11,94,23,retuned_structural_view_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9272727272727272,0.8067226890756303,0.9142857142857143,0.8571428571428571,0.9842501776830136,0.9584546560917967,0.10410904694693437,312,23,9,96,23,retuned_entity_view_lr,partial_2000_chars,2000,1.0,,none,0.0
0.95,0.8878504672897196,0.9047619047619048,0.8962264150943396,0.9902487562189055,0.9701508923761888,0.036045419074527,323,12,10,95,23,retuned_hrkg_all_lr,partial_2000_chars,2000,1.0,,none,0.0
0.9727272727272728,0.9345794392523364,0.9523809523809523,0.9433962264150944,0.9972992181947405,0.9917777287904379,0.02627752972271353,328,7,5,100,23,retuned_text_hrkg_late_fusion,partial_2000_chars,2000,1.0,0.4,none,0.0
0.9977272727272727,1.0,0.9904761904761905,0.9952153110047847,1.0,1.0,0.002647319126167924,335,0,1,104,23,noncontrastive_lexical_structural_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9977272727272727,1.0,0.9904761904761905,0.9952153110047847,1.0,1.0,0.00224389207875783,335,0,1,104,23,noncontrastive_lexical_entity_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
0.9977272727272727,1.0,0.9904761904761905,0.9952153110047847,1.0,1.0,0.0022675867275078576,335,0,1,104,23,noncontrastive_lexical_hrkg_early_fusion,partial_2000_chars,2000,1.0,,none,0.0
